,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,min,median,max,mean/std
938,male,group D,some college,standard,completed,84.85685090604454,81.0,85.0,81.0,82.92842545302227,85.0,82.96/1.96
939,male,group D,some high school,standard,completed,78.31495637572311,68.0,69.0,68.0,68.5,78.31495637572311,70.36/4.46
940,male,group C,master's degree,free/reduced,completed,74.5729267016024,66.0,72.0,66.0,69.0,74.5729267016024,69.51/3.77
941,female,group D,master's degree,standard,none,68.1781387585346,91.0,96.0,68.1781387585346,79.5890693792673,96.0,80.59/12.8
942,male,group C,high school,standard,none,60.50344272408417,66.0,64.0,60.50344272408417,62.25172136204208,66.0,62.65/2.37
943,male,group A,some high school,free/reduced,completed,59.79603893198891,62.0,61.0,59.79603893198891,60.39801946599445,62.0,60.6/0.93
944,female,group B,high school,standard,none,77.766415221347,68.0,61.0,61.0,64.5,77.766415221347,66.45/6.96
945,female,group C,associate's degree,standard,none,97.01556749475752,61.0,58.0,58.0,59.5,97.01556749475752,66.7/16.99
946,male,group B,high school,standard,none,86.68176652369172,82.0,80.0,80.0,81.0,86.68176652369172,81.94/2.78
947,female,group D,some college,free/reduced,none,69.82341716980096,58.0,60.0,58.0,59.0,69.82341716980096,60.96/5.02
948,male,group B,some high school,free/reduced,completed,95.81746165345464,50.0,52.0,50.0,51.0,95.81746165345464,59.76/20.17
949,female,group E,high school,free/reduced,completed,74.2289396851672,75.0,73.0,73.0,73.6144698425836,75.0,73.77/0.86
950,male,group E,high school,standard,none,62.73687510321227,73.0,71.0,62.73687510321227,66.86843755160614,73.0,67.27/4.69
951,female,group D,some college,standard,completed,56.873970880368645,77.0,83.0,56.873970880368645,66.93698544018432,83.0,68.14/11.78
952,female,group E,some high school,free/reduced,none,76.05314395708538,74.0,72.0,72.0,73.0,76.05314395708538,73.41/1.69
953,male,group C,high school,standard,completed,66.23196789265299,52.0,54.0,52.0,53.0,66.23196789265299,55.45/6.09
954,female,group C,some college,standard,none,84.22250103599197,69.0,69.0,69.0,69.0,84.22250103599197,72.04/6.81
955,male,group E,associate's degree,standard,none,98.0764174193022,57.0,62.0,57.0,59.5,98.0764174193022,66.72/17.65
956,male,group C,some college,standard,none,74.04219806983114,87.0,81.0,74.04219806983114,77.52109903491558,87.0,78.72/5.45
957,female,group D,master's degree,standard,none,57.87382597987303,100.0,100.0,57.87382597987303,78.93691298993652,100.0,78.94/21.06
958,female,group D,high school,standard,none,72.05523297887208,63.0,59.0,59.0,61.0,72.05523297887208,62.81/5.43
959,male,group C,high school,standard,none,87.22323735150334,81.0,71.0,71.0,76.0,87.22323735150334,77.24/6.95
960,female,group A,some college,standard,none,63.18085483918283,58.0,64.0,58.0,60.590427419591414,64.0,60.75/2.81
961,female,group D,some high school,free/reduced,none,56.39494217581638,54.0,53.0,53.0,53.5,56.39494217581638,53.98/1.41
962,female,group E,associate's degree,standard,none,75.26264199323406,100.0,100.0,75.26264199323406,87.63132099661703,100.0,87.63/12.37
963,female,group C,some high school,free/reduced,completed,69.702445320529,76.0,75.0,69.702445320529,72.3512226602645,76.0,72.55/2.92
964,male,group D,some college,standard,none,92.79206705630222,57.0,58.0,57.0,57.5,92.79206705630222,64.46/15.84
965,female,group D,some college,standard,none,92.13620278456108,70.0,72.0,70.0,71.0,92.13620278456108,75.03/9.6
966,male,group A,some high school,standard,completed,63.86763543249555,68.0,64.0,63.86763543249555,63.93381771624777,68.0,64.73/1.83
967,male,group C,some college,standard,none,74.70129210844202,63.0,60.0,60.0,61.5,74.70129210844202,63.84/6.2
968,female,group E,associate's degree,standard,none,87.42753520320166,76.0,67.0,67.0,71.5,87.42753520320166,73.79/8.49
969,female,group B,bachelor's degree,standard,none,76.51892671937992,84.0,80.0,76.51892671937992,78.25946335968996,84.0,79.06/3.12
970,female,group D,bachelor's degree,standard,none,75.84613740378362,100.0,100.0,75.84613740378362,87.92306870189181,100.0,87.92/12.08
971,male,group C,some high school,standard,completed,57.389106959016814,72.0,69.0,57.389106959016814,63.19455347950841,72.0,63.79/6.65
972,female,group A,high school,free/reduced,completed,91.32782352204596,50.0,60.0,50.0,55.0,91.32782352204596,61.27/17.31
973,female,group D,some college,free/reduced,none,87.39197240080296,65.0,61.0,61.0,63.0,87.39197240080296,67.48/11.25
974,female,group A,some college,standard,none,62.86210621960971,63.0,67.0,62.86210621960971,62.93105310980485,67.0,63.73/1.83
975,female,group C,some college,standard,completed,70.71280221812454,82.0,77.0,70.71280221812454,73.85640110906226,82.0,74.86/4.77
976,male,group B,some college,free/reduced,completed,77.08218293410073,62.0,60.0,60.0,61.0,77.08218293410073,64.02/7.35
977,male,group C,associate's degree,standard,none,77.96102695279325,65.0,58.0,58.0,61.5,77.96102695279325,64.09/8.28
978,male,group D,high school,standard,completed,61.397544946000245,41.0,48.0,41.0,44.5,61.397544946000245,47.18/8.46
979,female,group C,associate's degree,standard,none,69.67825114280866,95.0,94.0,69.67825114280866,81.83912557140434,95.0,82.04/12.42
980,female,group B,high school,free/reduced,none,97.29768556808936,24.0,23.0,23.0,23.5,97.29768556808936,38.16/33.06
981,male,group D,some high school,standard,none,75.49954264752573,78.0,78.0,75.49954264752573,76.74977132376287,78.0,76.75/1.25
982,male,group B,some high school,standard,completed,79.89665463606042,85.0,86.0,79.89665463606042,82.44832731803021,86.0,82.65/2.83
983,female,group A,some college,standard,completed,97.09124398082348,87.0,91.0,87.0,89.0,97.09124398082348,90.22/4.18
984,female,group C,some high school,standard,none,69.50487049769205,75.0,82.0,69.50487049769205,72.25243524884603,82.0,73.65/5.19
985,male,group A,high school,standard,none,87.6791429828761,51.0,54.0,51.0,52.5,87.6791429828761,59.24/15.95
986,female,group C,associate's degree,standard,none,71.42284460581993,59.0,51.0,51.0,55.0,71.42284460581993,57.48/8.47
987,male,group E,some high school,standard,completed,98.27940597477853,75.0,76.0,75.0,75.5,98.27940597477853,79.96/10.25
988,female,group A,some high school,free/reduced,none,55.11111552182503,45.0,45.0,45.0,45.0,55.11111552182503,47.02/4.52
989,female,group D,some college,free/reduced,completed,59.14952441391888,86.0,83.0,59.14952441391888,71.07476220695943,86.0,71.67/12.72
990,male,group E,high school,free/reduced,completed,73.36400926138315,81.0,75.0,73.36400926138315,74.18200463069158,81.0,75.38/3.21
991,female,group B,some high school,standard,completed,98.4343817342023,82.0,78.0,78.0,80.0,98.4343817342023,83.29/8.63
992,female,group D,associate's degree,free/reduced,none,90.00953164454799,76.0,76.0,76.0,76.0,90.00953164454799,78.8/6.27
993,female,group D,bachelor's degree,free/reduced,none,67.84871007705856,72.0,74.0,67.84871007705856,69.92435503852928,74.0,70.32/2.68
994,male,group A,high school,standard,none,95.52269954806036,63.0,62.0,62.0,62.5,95.52269954806036,69.0/14.83
995,female,group E,master's degree,standard,completed,63.04791830436619,99.0,95.0,63.04791830436619,79.0239591521831,99.0,79.82/17.04
996,male,group C,high school,free/reduced,none,79.61013233096416,55.0,55.0,55.0,55.0,79.61013233096416,59.92/11.01
997,female,group C,high school,free/reduced,completed,88.11469367961186,71.0,65.0,65.0,68.0,88.11469367961186,71.42/9.66
998,female,group D,some college,standard,completed,86.20972764454464,78.0,77.0,77.0,77.5,86.20972764454464,79.14/3.97
999,female,group D,some college,free/reduced,none,98.87607786526618,86.0,86.0,86.0,86.0,98.87607786526618,88.58/5.76
average annual,,,,,,77.37516158227287,69.169,68.054,62.880877225258715,66.06696056673975,,
